País,Marca,Idioma,Nombre Sistema,Nombre Global (Support),Descripcion,Beneficio,Nombre de imagen para Banner 1,Nombre de imagen para Banner 2,Link Banner 1,Link Banner 2,Sku que integran separados por punto y coma,active
MX,Seytú,es,Anti-edad,sys1,Nutrición intensiva para la piel,Colabora a disminuir los signos del envejecimiento,anti-edad,cuidado de la piel,link1.com,,9519033;9501087;9501089;9501102;9501101,1
